question,intent
What foes must I defeat in one of a kind?,query_enemies
List all enemies encountered during one of a kind.,query_enemies
Who will I fight in one of a kind?,query_enemies
What enemies do i need to defeat for one of a kind,query_enemies
What items do I need for one of a kind?,query_items
List necessary equipment for one of a kind.,query_items
What must I bring to complete one of a kind?,query_items
What are the required items for one of a kind?,query_items
What do i need to bring with me for one of a kind,query_items
How do I complete one of a kind?,query_steps
What are the steps to finish one of a kind?,query_steps
Guide me through one of a kind.,query_steps
What is the process to solve one of a kind?,query_steps
What are the rewards for completing one of a kind?,query_rewards
What do I earn from finishing one of a kind?,query_rewards
List the rewards for one of a kind.,query_rewards
What can I gain by completing one of a kind?,query_rewards
What are the requirements to start one of a kind?,query_requirements
What do I need to begin one of a kind?,query_requirements
What prerequisites are there for one of a kind?,query_requirements
What must be done before starting one of a kind?,query_requirements
Where does one of a kind start?,query_start_point
What is the starting point for one of a kind?,query_start_point
Where do I begin one of a kind?,query_start_point
How do I start one of a kind?,query_start_point
When was one of a kind released?,query_released
What is the release date of one of a kind?,query_released
When did one of a kind first become available?,query_released
What year was one of a kind launched?,query_released
When did one of a kind release?,query_released
When did one of a kind come out?,query_released
Is one of a kind a members quest?,query_members
Do you need a membership for the quest one of a kind?,query_members
Members needed for one of a kind?,query_members
Is Membership a must for one of a kind?,query_members
Who are the enemies in our man in the north?,query_enemies
What foes must I defeat in our man in the north?,query_enemies
List all enemies encountered during our man in the north.,query_enemies
Who will I fight in our man in the north?,query_enemies
What enemies do i need to defeat for our man in the north,query_enemies
What items do I need for our man in the north?,query_items
List necessary equipment for our man in the north.,query_items
What must I bring to complete our man in the north?,query_items
What are the required items for our man in the north?,query_items
What do i need to bring with me for our man in the north,query_items
How do I complete our man in the north?,query_steps
